file,GILS_cost,DBMEA_cost,GRASP_cost,GILS_time,DBMEA_time,GRASP_time,min_method,n,m,ratio1,ratio2,density,avg_clustering,mst_size,tsp_approx,edge_min,edge_max,edge_mean,edge_std,edge_var,edge_q25,edge_q75,between_min,between_max,between_mean,between_std,between_var,between_q25,between_q75,closeness_min,closeness_max,closeness_mean,closeness_std,closeness_var,closeness_q25,closeness_q75
bip_30_1.tsp,16383.0,16509.0,17172.0,1.0556426048278809,0.9343376159667968,0.0055053234100341,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.30401472619401293,29,25303.0,0.0,664.0,303.34,256.95984545795824,66028.36217777777,48.0,558.0,0.03571428571428571,0.08727342148730627,0.05338441384496347,0.017531300873819974,0.000307346510328401,0.03602216748768473,0.06759618007815409,0.0028647634100563073,0.003442953816929835,0.0031948418598536634,0.00015289503090460963,2.3376890475321538e-08,0.0031001124846533894,0.0033177201539203545
bip_30_2.tsp,17641.0,17016.0,19115.0,1.2519769668579102,0.950944185256958,0.0070767402648925,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.3128439100693045,29,28414.0,0.0,660.0,305.74666666666667,256.65152821156806,65870.00693333332,50.0,560.0,0.03571428571428571,0.10310394586256656,0.054642940370157114,0.020583824073729582,0.00042369381349824955,0.037561576354679806,0.06877782931354358,0.0028403525954946132,0.0034025577848175526,0.003169581274698154,0.00014820427597352429,2.196450741683655e-08,0.003059551115755488,0.0032730466631339817
bip_30_3.tsp,16555.0,17066.0,17754.0,1.134593486785889,0.8368196487426758,0.0058779716491699,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.3062793238344879,29,25550.0,0.0,675.0,316.4222222222222,269.8152362791899,72800.26172839505,48.0,588.0,0.03571428571428571,0.1851947127910523,0.06265920493692079,0.03675832268775254,0.0013511742868169432,0.0368431855500821,0.07122583101737132,0.002820462944952344,0.0032876091146128556,0.0030624610273196954,0.00014086774180624144,1.9843720681589905e-08,0.002963342125307477,0.003156121330615144
bip_30_4.tsp,16196.0,16048.0,18447.0,1.424870252609253,0.9807074069976808,0.0065155029296875,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.3110640641530137,29,20132.0,0.0,667.0,306.03555555555556,256.15418720897645,65614.96762469136,53.0,559.0,0.03571428571428571,0.12230827123068502,0.05617197327505124,0.023464088354890975,0.0005505634423261303,0.038177339901477834,0.06801358824561832,0.00275299031706854,0.0034335780251006395,0.0031682925017686384,0.00016874410466081574,2.847457285778033e-08,0.003048620464016936,0.0032975461140383965
bip_30_5.tsp,15686.0,16334.0,17130.0,1.0554122924804688,0.7729558944702148,0.0065047740936279,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.303090088812627,29,26760.0,0.0,643.0,296.61555555555555,252.66018677315768,63837.169980246916,47.0,552.0,0.03571428571428571,0.1555985082773745,0.06232663404792063,0.03507744746368916,0.0012304273205678731,0.03828485417155368,0.07058095503292547,0.002870718669570382,0.0035079230676182413,0.0032678278744942293,0.0001620438626442951,2.6258213420683173e-08,0.003158559850987056,0.0033732697452599743
bip_30_6.tsp,16437.0,16458.0,17382.0,1.1934928894042969,0.9200921058654784,0.0060012340545654,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.30835242538491275,29,21309.0,0.0,647.0,309.04,265.614671950846,70551.15395555555,46.0,572.0,0.03571428571428571,0.10526007817541298,0.0534012839092284,0.01889901230127826,0.00035717266596386695,0.03733726249120337,0.05900128588882726,0.0029263370332996974,0.0033502772643253234,0.003133338856830081,0.0001247119310123489,1.555306573682887e-08,0.003015024331037099,0.003231021405872481
bip_30_7.tsp,16467.0,16342.0,19521.0,1.3740131855010986,0.98012375831604,0.005505084991455,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.31178046915695584,29,26323.0,0.0,664.0,310.8288888888889,261.7364060969418,68505.94627654321,49.0,572.0,0.03571428571428571,0.1561899747820555,0.0588641106771955,0.03030374059434863,0.000918316694009573,0.037561576354679806,0.06878692210559302,0.002782575321435425,0.0033685677779068416,0.0031177157594916597,0.00014623848268291152,2.1385693817400213e-08,0.003041825603565423,0.0032278889506493075
bip_30_8.tsp,16980.0,17472.0,17897.0,0.9919705390930176,0.8570442199707031,0.0065047740936279,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.3020031824544397,29,25229.0,0.0,672.0,303.5422222222222,256.3829241054082,65732.20377283951,49.0,555.0,0.03571428571428571,0.10941531785127843,0.05431770166569178,0.022057582545426547,0.0004865369477483059,0.03571428571428571,0.06608021210509836,0.002798417446685323,0.0034335780251006395,0.0031946801820494624,0.0001681034725065543,2.825877746876186e-08,0.003062060581491874,0.0033176033257438686
bip_30_9.tsp,15573.0,16026.0,16723.0,1.3573987483978271,0.913820505142212,0.0065040588378906,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.30204507061658276,29,18942.0,0.0,646.0,299.96,256.21654591380315,65646.91840000001,44.0,554.0,0.03571428571428571,0.08576697241016984,0.05234488580466672,0.01524370897838663,0.00023237066341774516,0.04084571524534578,0.06314490702281975,0.0028568613929662104,0.0034701447887998086,0.003230544980251171,0.0001550376187444671,2.4036663225954735e-08,0.003124416533920262,0.003367004591608696
bip_40_0.tsp,24346.0,24514.0,29765.0,2.655803680419922,2.4690237045288086,0.0137548446655273,GILS_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.29250154777103016,39,29607.0,0.0,689.0,304.85625,257.02410993122317,66061.3930859375,49.75,559.0,0.02631578947368421,0.09655740350968865,0.04514138675011093,0.017979661654602002,0.00032326823321396564,0.030101696549064964,0.055826879924873236,0.0027891010512765503,0.0034431005561931668,0.0032078677404921404,0.00016007172086296686,2.5622955820031578e-08,0.003145997206698344,0.0033261210589649757
bip_40_1.tsp,23815.0,23397.0,27258.0,2.53975510597229,2.2965667247772217,0.0150184631347656,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.299913316345216,39,34962.0,0.0,645.0,304.37125,261.1290407508087,68188.3759234375,44.0,566.0,0.02631578947368421,0.14184097332410178,0.04626636670901964,0.02306069591740235,0.0005317956961948975,0.028802691614325967,0.053827667504837015,0.002931228861330327,0.0034183539311070208,0.003209231831921966,0.0001256133507249555,1.577871388035068e-08,0.0030904144308872288,0.003303336703349119
bip_40_2.tsp,23228.0,22765.0,27456.0,2.28218150138855,2.617375135421753,0.0142650604248046,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.3023310053239345,39,36688.0,0.0,643.0,300.74,256.20007298984126,65638.4774,46.0,556.0,0.02631578947368421,0.10599634069508279,0.04633212604394736,0.021767745709834606,0.0004738347532880229,0.030307740505108923,0.05516165727138985,0.0029536504089669796,0.003496816999910338,0.0032508605559072095,0.0001610570761001993,2.5939381761945385e-08,0.0031072256008534494,0.0033917537066818913
bip_40_3.tsp,23518.0,23955.0,27507.0,2.140129804611206,2.569852352142334,0.0141816139221191,GILS_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.3085368525314328,39,40971.0,0.0,670.0,312.96875,263.3455814579723,69350.8952734375,52.0,579.0,0.02631578947368421,0.11087432757172268,0.04398677389949403,0.019363654613601657,0.0003749511199948567,0.029013427233241476,0.054239868428482184,0.002839254513686663,0.003374286208686624,0.0031225723423400345,0.00014393215132322006,2.071646418453032e-08,0.0030263296095722645,0.0032448623687551374
bip_40_4.tsp,25499.0,24735.0,29193.0,1.946805715560913,2.6160030364990234,0.0136899948120117,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.30781628736818856,39,28316.0,0.0,686.0,312.40125,259.6430727911636,67414.5252484375,55.75,568.25,0.02631578947368421,0.10082653757952044,0.0432712284826221,0.017597763918334702,0.0003096812949254427,0.02856500224921277,0.05183398601350978,0.0028041415012942193,0.0033672940770160596,0.0031301409220203607,0.0001636025455057244,2.676579289595263e-08,0.003024604075408316,0.0032800675619450857
bip_40_5.tsp,24537.0,24217.0,28820.0,2.423812866210937,2.257974147796631,0.0149662494659423,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.30485841629797406,39,29801.0,0.0,667.0,312.145,265.37400772306245,70423.36397500001,49.75,576.25,0.02631578947368421,0.14520530487344663,0.0476303136989336,0.02670443140373604,0.0007131266565968435,0.028070175438596492,0.0596697870658222,0.002856515051637003,0.0033606204222317968,0.003130638700040661,0.00013555098630960155,1.8374069889505788e-08,0.0030246068555550504,0.003232172370571624
bip_40_6.tsp,23949.0,23806.0,29077.0,2.473891258239746,2.627938032150269,0.0140202045440673,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.30121252883949623,39,34877.0,0.0,670.0,309.06,261.7237310600626,68499.31139999999,49.0,566.25,0.02631578947368421,0.08384728705904126,0.041552529774653735,0.014678621297127126,0.00021546192318447403,0.030539489750016066,0.05111110707544226,0.0027544318101560845,0.0033786710560512866,0.0031627681121997333,0.00014773381209111814,2.1825279234973807e-08,0.0030581048775144134,0.0032931547838375807
bip_40_7.tsp,25161.0,24686.0,27829.0,1.9238181114196773,2.7873127460479736,0.0145120620727539,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.2869670971940013,39,41149.0,0.0,697.0,311.04375,265.73805586693356,70616.7143359375,46.0,573.0,0.02631578947368421,0.10183789225624168,0.043961096451427296,0.018898712330815692,0.0003571613277629251,0.029214864083285136,0.04774134199246079,0.002749964744041743,0.003336470185644623,0.003142677968648681,0.00014916380296455634,2.224984011484899e-08,0.0030456866712168487,0.0032710593366193637
bip_40_8.tsp,24202.0,24131.0,28459.0,2.6507139205932617,2.523966312408448,0.0145092010498046,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.3112480198492626,39,33287.0,0.0,662.0,315.8925,267.63217004640904,71626.97844374999,48.0,585.0,0.02631578947368421,0.1469818687919527,0.04545192372113237,0.022922529050647938,0.0005254423380777986,0.029948268106162843,0.05063986266839642,0.0028116213683223993,0.0033191489361702126,0.0030915687887592396,0.00011727463305214357,1.3753339557514927e-08,0.0029974060942025383,0.0031965361383426904
bip_40_9.tsp,22146.0,21998.0,26201.0,3.066056966781616,2.471817970275879,0.01401948928833,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.29256821118950394,39,38133.0,0.0,679.0,307.9125,262.52957898825423,68921.77984375,49.0,567.0,0.02631578947368421,0.11460178945711813,0.04573250863607435,0.02086135353623546,0.00043519607136380386,0.029728272266360913,0.05292793498785538,0.0028005170185264974,0.0033983966538863714,0.0031748889076075428,0.00015474808897589107,2.3946971041690297e-08,0.003072402688094978,0.003319079945965647
bip_50_0.tsp,31841.0,31403.0,38260.0,4.626479387283325,5.834863185882568,0.0265452861785888,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.29702872506456757,49,53440.0,0.0,664.0,306.6,259.89954059212954,67547.7712,47.0,563.0,0.020833333333333332,0.06522895681526285,0.03523057526045731,0.012648602653133889,0.00015998714907686565,0.022336613216715255,0.04341301317335232,0.0028713741576325814,0.0034139204347523166,0.0032023222649201887,0.0001273098241508042,1.620779132530869e-08,0.0031261466753746306,0.003316188459204187
bip_50_1.tsp,30909.0,31248.0,37246.0,4.769219398498535,5.315812349319458,0.0267956256866455,GILS_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.2977310251556423,49,49712.0,0.0,687.0,311.5176,261.7485909995315,68512.32489024001,53.0,571.0,0.020833333333333332,0.11262974206057423,0.04229347656128245,0.02142175940070724,0.00045889177582178904,0.023754521649929812,0.05405186920369025,0.0028233938346297898,0.003410356347438753,0.003157427316540465,0.00017418880239487754,3.0341738879761695e-08,0.0030220378561435827,0.0033012258927338296
bip_50_2.tsp,30917.0,31728.0,39387.0,4.207446098327637,5.921715021133423,0.02593994140625,GILS_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.30203305820215537,49,50468.0,0.0,653.0,305.0608,258.836450878465,66996.30830336001,49.0,564.0,0.020833333333333332,0.09996412176031323,0.03954256751133131,0.018998214105632558,0.0003609321392034559,0.024247922924581087,0.04912827019790529,0.0029201430274135875,0.0034636318654131617,0.0032205463985694486,0.00014665408412240183,2.150742038978051e-08,0.003103444562599838,0.0033487681248111235
bip_50_3.tsp,32312.0,31627.0,37634.0,3.5688610076904297,4.925985097885132,0.0267817974090576,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.3073982314644084,49,42691.0,0.0,667.0,308.368,257.3489781910937,66228.496576,54.0,565.0,0.020833333333333332,0.09034439420436527,0.036421146181495,0.016316500852790232,0.00026622820007910435,0.022892598013435822,0.04356765571247251,0.002857976086322543,0.0034318532007283934,0.0031867917831457588,0.00015502488895560962,2.403271619569909e-08,0.0030974463842976616,0.00329821973535034
bip_50_4.tsp,33454.0,31736.0,39110.0,4.660866737365723,5.079947233200073,0.0265886783599853,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.29501356415128077,49,41903.0,0.0,684.0,308.9576,260.6229134252014,67924.30300224,50.0,566.0,0.020833333333333332,0.1543507198172798,0.03967838035770731,0.023995747216518815,0.0005757958844790704,0.02430998264065866,0.047679446218988494,0.002811567592380078,0.0034001804177364514,0.003180235962416765,0.00015144517449346696,2.2935640877356653e-08,0.0030753302767512138,0.0033075728264884436
bip_50_5.tsp,31120.0,30339.0,38779.0,4.507323265075684,4.744922876358032,0.0275385379791259,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.29922368088994095,49,34397.0,0.0,680.0,315.2544,267.22341678947225,71408.35448064,49.0,582.0,0.020833333333333332,0.10992400953304181,0.041845447464326516,0.022924235783684126,0.0005255205862659437,0.02427050909460106,0.055418260347731424,0.0028330249768732654,0.0033630748112560057,0.0031181120426544318,0.00015663483210548012,2.4534470628711946e-08,0.002993592465215086,0.003271411001179756
bip_50_6.tsp,32359.0,32110.0,40314.0,4.372497797012329,5.420038223266602,0.0280406475067138,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.29267693209166223,49,46473.0,0.0,685.0,311.488,265.088305769983,70271.80985599999,48.0,575.0,0.020833333333333332,0.10793462739739318,0.04154285502239502,0.02092113861028631,0.0004376940407508126,0.0230416025537199,0.05020783496664968,0.0027958461714024875,0.0033821093318608503,0.003154545746929653,0.00014501875086803462,2.1030438103325093e-08,0.0030558636918192844,0.003252788791768453
bip_50_7.tsp,31366.0,31234.0,36744.0,3.722079515457153,5.718053579330444,0.0294077396392822,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.31536013639805005,49,43212.0,0.0,643.0,312.2056,263.27567933373564,69314.08332864,50.0,576.0,0.020833333333333332,0.07256584266678091,0.0354512672713617,0.013952033560329766,0.00019465924046856807,0.023212859277910294,0.043911738196568295,0.0029523407844791226,0.0033665407076605976,0.0031441341007958836,0.00011856082799148751,1.4056669934027089e-08,0.0030541489920973054,0.0032382391427473213
bip_50_8.tsp,33781.0,32660.0,40190.0,5.43571400642395,5.124946355819702,0.0275304317474365,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.31017797150274434,49,34536.0,0.0,675.0,317.0784,265.6020968543735,70544.47385344,54.0,582.0,0.020833333333333332,0.131868916012174,0.03987311487111965,0.023059016742097867,0.0005317182531123497,0.02256329979544265,0.04922063486174008,0.002839427478704294,0.0033449382210389788,0.003097472330678943,0.0001289659904232753,1.663222668585634e-08,0.003002928161190095,0.003200163388082038
bip_50_9.tsp,33127.0,33386.0,40121.0,4.170600652694702,5.329155206680298,0.0265324115753173,GILS_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.3040990684251528,49,51779.0,0.0,678.0,311.5008,261.11893458606175,68183.09799936,54.0,570.0,0.020833333333333332,0.09549341949399906,0.039069723758108854,0.017748821030709534,0.00031502064798015706,0.02310020148030352,0.05156592266986941,0.0027861488599533746,0.0034122562674094707,0.003156022748615695,0.00016982056948310325,2.88390258195655e-08,0.0030286357578525797,0.0033150666396048983
bip_60_0.tsp,39414.0,39224.0,53206.0,7.25743818283081,6.886047840118408,0.0487022399902343,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.3056013247673304,59,68080.0,0.0,656.0,307.01722222222224,257.9243046430818,66524.94692561729,52.0,563.0,0.017241379310344827,0.07755370490546264,0.03261833170922467,0.01487206578295539,0.00022117834065255251,0.021141401257869005,0.04152725026132245,0.002906833522195398,0.0034498889018828205,0.003209476449095117,0.000133221462584552,1.7747958093167193e-08,0.003125580219727101,0.0033247405999194918
bip_60_1.tsp,39951.0,39748.0,53463.0,6.444403171539307,7.51221227645874,0.0450520515441894,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2970498643136303,59,61854.0,0.0,675.0,308.5516666666667,260.67047652266945,67949.09733055555,50.0,567.0,0.017241379310344827,0.08004279947273238,0.03416134900001111,0.01556186464967298,0.00024217163137474153,0.020865210016001154,0.04187891770670843,0.0028665824506850647,0.0034244587613906784,0.00319611862626755,0.00015314822992367264,2.3454380328754098e-08,0.0030939555155981915,0.0033211382045636936
bip_60_2.tsp,41574.0,41847.0,53439.0,6.915935754776001,7.431173086166382,0.0468060970306396,GILS_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2856577980802681,59,61115.0,0.0,697.0,310.365,263.8042784538483,69592.69733055556,49.0,571.0,0.017241379310344827,0.11086090942546312,0.035998436747847085,0.019603003153358584,0.0003842777326305866,0.02173956290916019,0.04514168985136739,0.0027595884003741816,0.0034145494530933504,0.003177398744697946,0.00015614507627778333,2.438128484579477e-08,0.003101103470997712,0.003294019139388399
bip_60_3.tsp,41406.0,40944.0,54950.0,7.318868398666382,7.908539056777954,0.0459568500518798,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2982248377310616,59,53681.0,0.0,678.0,309.25055555555554,260.3525729120294,67783.46222191359,52.0,566.0,0.017241379310344827,0.11527541198559105,0.035060245555186234,0.01854736636345874,0.00034400479902036075,0.02027637357123038,0.04219366386104884,0.002833405369063055,0.0034214799350498724,0.0031893308272357562,0.00015950350765651854,2.5441368954733065e-08,0.0030644186638565055,0.003333762730404911
bip_60_4.tsp,40826.0,41632.0,51572.0,8.37980341911316,8.051164627075195,0.0461277961730957,GILS_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2918091152178816,59,59793.0,0.0,688.0,312.5761111111111,265.1179837698866,70287.54531820987,49.0,576.0,0.017241379310344827,0.10133592222302784,0.03819049950969608,0.022710652819615235,0.0005157737514930974,0.020050381816931077,0.05028114635624994,0.002811398074907081,0.0033876894809370694,0.003155786998071502,0.0001617550795948671,2.6164705774741787e-08,0.003029489733961204,0.00329296895405401
bip_60_5.tsp,39539.0,37321.0,53386.0,6.737362146377564,7.799190521240234,0.0462892055511474,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2942165111002153,59,69905.0,0.0,697.0,314.35,264.2135704942752,69808.81083333334,53.0,576.0,0.017241379310344827,0.11216067655251247,0.03451672122377251,0.018615965089915,0.000346554156228934,0.021309624674370014,0.0416215354469788,0.002767873897541753,0.003365082986368562,0.0031357456972046617,0.00013740742165126364,1.8880799524848154e-08,0.0030527642095205965,0.0032455477322147624
bip_60_6.tsp,39726.0,39527.0,51874.0,7.388815879821777,7.783554077148437,0.0470764636993408,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2919103712439294,59,56576.0,0.0,680.0,307.2888888888889,260.3454924366826,67779.77543209876,49.0,567.0,0.017241379310344827,0.08904304499761384,0.03617646031258779,0.018457267909286874,0.0003406707386751911,0.021308201831287746,0.047273410445263425,0.0028496908809891807,0.003453523764926247,0.0032089381398360812,0.00015360645588526254,2.3594943289631106e-08,0.0030862656128451435,0.0033415943866369285
bip_60_7.tsp,41730.0,42111.0,54085.0,7.186307907104492,8.072463989257812,0.0469040870666503,GILS_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.29230622493135183,59,54460.0,0.0,684.0,307.39166666666665,259.38812496912806,67282.199375,49.0,564.0,0.017241379310344827,0.08604065945781003,0.035366132097937465,0.017444575329492226,0.0003043132084263288,0.02024018972073781,0.04332319244071801,0.0028459794510636246,0.0034515034515034517,0.0032085443486598196,0.0001585199034938386,2.51285598036959e-08,0.0031035534476241047,0.0033427762039660055
bip_60_8.tsp,41987.0,39319.0,51461.0,6.709128856658936,8.323187589645386,0.046562910079956,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.301316718880013,59,56908.0,0.0,654.0,304.4922222222222,257.18420969663737,66143.71771728394,50.0,561.0,0.017241379310344827,0.07618533514829139,0.033858096346403715,0.015360736291916111,0.00023595221942978873,0.020518580267201717,0.04627405084948502,0.002963037364403375,0.003483703353802551,0.0032374780079857273,0.00014866800745377267,2.2102176440275005e-08,0.0031288986650591104,0.003360915941791362
bip_60_9.tsp,43341.0,41814.0,57278.0,8.910239934921265,7.293873310089111,0.0461061000823974,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.3029762698676117,59,43974.0,0.0,691.0,311.14722222222224,256.8948855359058,65994.98221450616,58.0,565.0,0.017241379310344827,0.09433261790030242,0.0335333936555963,0.018230051549472336,0.0003323347794964187,0.020470190106469718,0.042833794895708086,0.0027663165791447864,0.0034274427791332637,0.003169961114879418,0.00016270953613549993,2.647439314942956e-08,0.003062111746548707,0.0033139555055669103
bip_70_0.tsp,50102.0,49784.0,68988.0,12.537621021270752,14.32103943824768,0.0720002651214599,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.2987140564671421,69,58259.0,0.0,651.0,305.92571428571426,260.59985628138315,67912.28509387755,46.0,566.0,0.014705882352941176,0.11363091358801869,0.031482923386628676,0.01904848628324981,0.00036284482968315613,0.018960470036040705,0.03617343104974846,0.0029361702127659573,0.003447758956678159,0.003229772572838555,0.00014142668981533482,2.0001508592122926e-08,0.003109342612111261,0.003367019585175577
bip_70_1.tsp,50992.0,51344.0,71593.0,10.312960386276243,13.817934274673462,0.0729258060455322,GILS_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.2997379326567199,69,81942.0,0.0,663.0,308.6061224489796,261.19151696397836,68221.00853394419,48.0,568.0,0.014705882352941176,0.06961299245010366,0.029997633913551442,0.014163789518935531,0.00020061293353670803,0.017037987421015907,0.03795961809667307,0.002858089636318449,0.0034360838603655196,0.0032018939019708963,0.00014416867943700497,2.07846081306099e-08,0.003104158139713031,0.0033194259700606923
bip_70_2.tsp,53085.0,51698.0,70195.0,10.744010210037231,14.347026824951172,0.0715939998626709,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.2994654155363918,69,64558.0,0.0,664.0,303.56204081632654,254.10913376976993,64571.45186522282,51.0,557.0,0.014705882352941176,0.09134299053133159,0.030586575614324905,0.014605359932577309,0.00021331653876013467,0.01880888719124013,0.03687480481143474,0.0028578528827037774,0.0035123441079155,0.003256708439297427,0.00016258163072163724,2.6432786648106813e-08,0.003110176745796532,0.003392046276165781
bip_70_3.tsp,55044.0,51274.0,75881.0,13.12480401992798,16.658445119857788,0.0732145309448242,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.29994713656121236,69,80023.0,0.0,666.0,308.1171428571429,259.9643754086945,67581.47648163265,50.0,566.0,0.014705882352941176,0.07702697104821934,0.03175490636637844,0.01575606678357504,0.0002482536404884767,0.016840955998324678,0.04133902881289424,0.0029136052698251836,0.0034496550344965504,0.0032083911318796453,0.0001585488089437203,2.5137724817472326e-08,0.003067626302478879,0.0033440626163257566
bip_70_4.tsp,47785.0,48307.0,64422.0,10.206384181976318,13.333502054214478,0.0737807750701904,GILS_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.2879598988173695,69,76239.0,0.0,672.0,303.8530612244898,258.6921968183628,66921.65269471054,47.0,561.0,0.014705882352941176,0.09192703702341624,0.034042974272136116,0.016969244199996673,0.00028795524871912077,0.019772588742719515,0.04448224458579397,0.002869977539306214,0.0034933171324422843,0.0032546666181446893,0.00016593985064271695,2.7536034031327213e-08,0.00311182723934473,0.003399351692762824
bip_70_5.tsp,53159.0,49892.0,71851.0,10.505479335784912,15.034013986587524,0.0725817680358886,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.2900062829762202,69,56755.0,0.0,684.0,308.6363265306122,261.22011749178887,68235.94978242398,48.0,567.0,0.014705882352941176,0.08270198540180863,0.029972192766734247,0.015724648019574586,0.00024726455533951095,0.01755727418875624,0.03796829949941434,0.002798734485276223,0.0034365972706444864,0.003202596901942242,0.00014677106118931362,2.1541744402637244e-08,0.0031053805270629693,0.003320301387290594
bip_70_6.tsp,49193.0,48192.0,71972.0,12.320878267288208,17.376763343811035,0.0725646018981933,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.29717672015052204,69,80933.0,0.0,680.0,313.2575510204082,264.78240622644046,70109.72264706373,50.0,579.0,0.014705882352941176,0.08379192222598124,0.031621353667435625,0.01713320329637622,0.0002935466551949569,0.01862033952326714,0.03889872490122938,0.002845008864882695,0.003397173945152873,0.003154884461537307,0.00014502718650646578,2.103288482598121e-08,0.0030499265029800596,0.0032999942109956594
bip_70_7.tsp,52529.0,48784.0,74984.0,13.498391389846802,15.32220697402954,0.0714051723480224,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.30659384596535716,69,81277.0,0.0,663.0,312.3420408163265,262.6960386499303,69009.20872236569,51.0,576.0,0.014705882352941176,0.07192608880163731,0.030589877774102284,0.015641546551134113,0.00024465797851129544,0.01738468280172402,0.042474984140075216,0.0029177943166441137,0.003411450608128152,0.0031635312067729835,0.0001383485085250541,1.914030981110697e-08,0.0030468316802536,0.003282162231279368
bip_70_8.tsp,50432.0,50021.0,73166.0,12.948276996612549,14.57543396949768,0.073214054107666,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.2930408653479697,69,77757.0,0.0,687.0,310.69673469387754,261.6582735397197,68465.05211178676,52.0,572.0,0.014705882352941176,0.10566638793674892,0.032977021838866104,0.020092550889023408,0.0004037106012279953,0.019012168801610045,0.041809280992440793,0.0028013478949291543,0.003428741800834824,0.0031820779964266805,0.00014361534053803883,2.0625366037856862e-08,0.0030926128061852178,0.003310902736000049
bip_70_9.tsp,50725.0,48716.0,69693.0,13.447155237197876,14.502158164978027,0.0730886459350586,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.29912459817340725,69,57731.0,0.0,674.0,310.50857142857143,260.90426449687067,68071.03523265306,52.0,570.0,0.014705882352941176,0.06692496949231785,0.02945061542822252,0.012935923131354875,0.0001673381072603221,0.01876731491115396,0.037058540113659756,0.002818972913347224,0.003411450608128152,0.003181619003946561,0.00013368065672257376,1.7870517981778604e-08,0.003090844232582345,0.0032814955765483036
bip_80_0.tsp,59380.0,57436.0,88206.0,18.929011821746823,19.91434407234192,0.1083784103393554,DBMEA_cost,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.2872045421711369,79,73674.0,0.0,689.0,309.604375,262.62844663299404,68973.70098085939,48.0,570.0,0.01282051282051282,0.07289023085940372,0.029750240637714993,0.016063696452510257,0.0002580423437183906,0.017241477277290834,0.03862903095899937,0.0028307295399168696,0.003446019629225736,0.003199975666211619,0.00015128908125663785,2.2888386107477572e-08,0.0031089816343194627,0.003317643912252906
