file,GILS_cost,DBMEA_cost,GRASP_cost,GILS_time,DBMEA_time,GRASP_time,min_method,n,m,ratio1,ratio2,density,avg_clustering,mst_size,tsp_approx,edge_min,edge_max,edge_mean,edge_std,edge_var,edge_q25,edge_q75,between_min,between_max,between_mean,between_std,between_var,between_q25,between_q75,closeness_min,closeness_max,closeness_mean,closeness_std,closeness_var,closeness_q25,closeness_q75
random_90_8.tsp,159933.0,158159.0,255339.0,30.62834334373474,42.79420757293701,0.1556832790374755,DBMEA_cost,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.36823134753337877,89,173529.0,0.0,639.0,254.81802469135803,125.4067898256301,15726.862934369761,159.0,345.0,0.011363636363636364,0.040330133503201755,0.01990284776100833,0.007025018870673217,4.9350890133314795e-05,0.013956609824775517,0.023977232965728915,0.0026656283694740626,0.005260980079210262,0.003985276496543577,0.0006427118442253499,4.130785147075504e-07,0.003530830140729751,0.004468153405250417
random_90_9.tsp,163447.0,159439.0,278738.0,29.896087169647217,38.80234789848328,0.1541581153869629,DBMEA_cost,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.3641118394445026,89,169181.0,0.0,657.0,258.35925925925926,126.44136715429158,15987.419327846366,163.0,352.0,0.011363636363636364,0.039468620565683614,0.020190453771769066,0.007062167626640269,4.9874211586765846e-05,0.014275955512135062,0.02453611294815439,0.002637505926979611,0.005232523957904639,0.0039381789838959635,0.000665603519543294,4.4302804522842014e-07,0.003351178211522224,0.004395771658166918
rat99.tsp,61268.0,61795.0,93052.0,26.90526247024536,52.0507926940918,0.2022264003753662,GILS_cost,99,4950,0.02,50.0,1.0204081632653061,0.3493158856457781,98,67499.0,0.0,218.0,84.13733292521171,47.32618184471948,2239.7674879994556,48.0,116.0,0.010309278350515464,0.06579415631486454,0.025982999549282026,0.012839507428858508,0.0001648529510157128,0.014572067307447225,0.03323989805914432,0.008280523869877482,0.01594792514239219,0.01218451426892609,0.002150864556929577,4.6262183422558655e-06,0.010158079924718975,0.013946255216839048
rd100.tsp,390996.0,361711.0,692453.0,45.16526746749878,61.916667222976685,0.2130768299102783,DBMEA_cost,100,5050,0.019801980198019802,50.5,1.02020202020202,0.37949963761437866,99,399509.0,0.0,1334.0,550.105,267.2810774727609,71439.174375,339.0,760.0,0.01020408163265306,0.030519340439212932,0.01619907368459005,0.004881813178692308,2.3832099911653896e-05,0.012034131035367893,0.019702502141100118,0.0012927150934280453,0.00237029233605478,0.0018383067734074048,0.00026203231285230405,6.866093297872774e-08,0.0016704772960556287,0.0020189662059342285
st70.tsp,22743.0,21766.0,34400.0,16.897485733032227,15.294191598892212,0.0755691528320312,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.37097060386790415,69,26557.0,0.0,129.0,51.50816326530612,24.994320471060604,624.7160558100792,32.0,70.0,0.014705882352941176,0.06387419265844055,0.030962943809242142,0.01278840220339557,0.0001635432309158127,0.01852728281914223,0.04129187564443414,0.013657957244655582,0.025339698861549763,0.019633762192764286,0.002932210882384461,8.597860658773859e-06,0.017337772678421008,0.021557451022478927
bip_100_0.tsp,84782.0,81252.0,139145.0,33.790327310562134,47.24259567260742,0.2092916965484619,DBMEA_cost,100,5050,0.019801980198019802,50.5,1.02020202020202,0.29984663782437976,99,111812.0,0.0,678.0,310.5414,259.24016333515914,67205.46228604,53.0,567.0,0.01020408163265306,0.05979395387745215,0.024339887170765278,0.012724555480406179,0.0001619143121739349,0.014148124465450605,0.030737792214993172,0.002854095194164961,0.0034604495088958022,0.0031981060838542925,0.00015708179821944494,2.467469133185441e-08,0.003085652468151636,0.003328710131177353
bip_100_1.tsp,76886.0,76620.0,122958.0,36.84499192237854,48.86987352371216,0.2078561782836914,DBMEA_cost,100,5050,0.019801980198019802,50.5,1.02020202020202,0.28855404768710696,99,119925.0,0.0,677.0,310.3694,264.9017194048389,70172.92094364,46.0,574.0,0.01020408163265306,0.09864544103311564,0.024329717732904724,0.013727621375056117,0.0001884475886168976,0.01462950322423144,0.028891466986722337,0.0028564833516071327,0.003418154196733764,0.003197098852165494,0.0001324793196206471,1.7550770127149574e-08,0.003114848230384723,0.003313836433307978
bip_100_2.tsp,83850.0,79871.0,133269.0,36.50062012672424,49.34645366668701,0.2066981792449951,DBMEA_cost,100,5050,0.019801980198019802,50.5,1.02020202020202,0.2867992973258147,99,125240.0,0.0,690.0,309.2858,261.385699146606,68322.48371836,48.0,569.0,0.01020408163265306,0.10004937636075187,0.0250480866176144,0.01589075321908973,0.0002525160378700106,0.013558587992281157,0.03061476694265574,0.00279172071513169,0.00345489443378119,0.0032100285996664586,0.00014363736145279554,2.063169160512104e-08,0.0031036185513639803,0.0033387860404507715
bip_100_3.tsp,82390.0,79459.0,131957.0,30.04105234146118,50.39010214805603,0.2094812393188476,DBMEA_cost,100,5050,0.019801980198019802,50.5,1.02020202020202,0.29537178168286227,99,130111.0,0.0,673.0,309.598,261.2371229285761,68244.834396,51.0,570.0,0.01020408163265306,0.06173411875820333,0.024089942578939524,0.012177498796265633,0.00014829147693305093,0.01456000971801108,0.030948541865154538,0.0028360261258164317,0.0034414433204713736,0.003206167189238856,0.00013819798313604917,1.909868254287173e-08,0.0031034970320731343,0.0033225378847728275
bip_100_4.tsp,85220.0,83842.0,130080.0,32.437050104141235,46.57354521751404,0.2062418460845947,DBMEA_cost,100,5050,0.019801980198019802,50.5,1.02020202020202,0.2918768940832118,99,93944.0,0.0,681.0,309.1558,260.64670327161247,67936.70392636,50.0,569.0,0.01020408163265306,0.10604603833813106,0.0251071548038274,0.015119683783505452,0.00022860483771319773,0.014241714483338486,0.03184013582368546,0.002844991091442037,0.003458152857342462,0.003211028089642836,0.00015044076993027262,2.2632425257213215e-08,0.003087482526826908,0.003336145641447962
bip_100_5.tsp,80482.0,76320.0,132891.0,41.3752179145813,47.48888087272644,0.2145063877105713,DBMEA_cost,100,5050,0.019801980198019802,50.5,1.02020202020202,0.2897692570547857,99,76929.0,0.0,687.0,310.215,261.59635007965994,68432.65037500001,50.0,574.0,0.01020408163265306,0.06454554876415323,0.024091295579451808,0.012007614843322603,0.0001441828142255813,0.014078463048889493,0.03120170473050321,0.002793690210796625,0.0034494773519163765,0.0032001502002024346,0.0001434167010606844,2.056835014312972e-08,0.0030976220366316434,0.003317535466650669
bip_100_6.tsp,81084.0,81307.0,128919.0,31.449180603027344,53.01859259605408,0.2123253345489502,GILS_cost,100,5050,0.019801980198019802,50.5,1.02020202020202,0.29586935724773694,99,91584.0,0.0,677.0,310.0654,260.8019032193592,68017.63272284,52.0,569.0,0.01020408163265306,0.07119275875149403,0.024718990286428533,0.0138003853820796,0.00019045063669391633,0.01487877547048863,0.02889055916363266,0.0028616024973985433,0.0034559798924806255,0.003202939950485575,0.00016161331370934584,2.6118863168115433e-08,0.003059474434041637,0.003345894752074488
bip_100_7.tsp,79186.0,82770.0,128953.0,32.34628391265869,48.44652056694031,0.2136478424072265,GILS_cost,100,5050,0.019801980198019802,50.5,1.02020202020202,0.2893104182955762,99,118735.0,0.0,682.0,308.8998,261.46541599217284,68364.16375995999,49.0,568.0,0.01020408163265306,0.0691233783390015,0.024862885047785756,0.012892681460504221,0.00016622123524202926,0.014599053386938815,0.03019016334513581,0.0028173823956287886,0.0034594821260090156,0.0032141650278343986,0.00014981048994607192,2.244318289788211e-08,0.0031209608869564305,0.0033184003537100543
bip_100_8.tsp,85183.0,85365.0,132174.0,32.39664053916931,57.50349450111389,0.2134876251220703,GILS_cost,100,5050,0.019801980198019802,50.5,1.02020202020202,0.2984217780825539,99,92514.0,0.0,675.0,309.3584,259.42135600108173,67299.43994943998,52.0,567.0,0.01020408163265306,0.04955500621538197,0.02355218053801955,0.010814689209050692,0.00011695750268835748,0.013571967794260328,0.030109252755796748,0.0028887397508097225,0.0034677221618970894,0.003210232055454586,0.00015945131044177555,2.542472040159948e-08,0.0030981314972383265,0.003350430800944641
bip_100_9.tsp,78988.0,81628.0,132681.0,33.04587483406067,50.20931124687195,0.2061889171600341,GILS_cost,100,5050,0.019801980198019802,50.5,1.02020202020202,0.28763075987504994,99,118852.0,0.0,695.0,310.4688,261.8594459372432,68570.36942655999,50.0,570.0,0.01020408163265306,0.12520201806474518,0.024986201567408238,0.01758508355034036,0.0003092351634724511,0.014805326274191092,0.027639943190566216,0.0028144189219922676,0.0034444367128244383,0.003198796420649076,0.0001519139992011859,2.3077863153297908e-08,0.003098834026848611,0.0033152409670892625
bip_10_0.tsp,4002.0,4002.0,4844.0,0.0857694149017334,0.0430884361267089,0.0010006427764892,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.3313994407049249,9,5983.0,0.0,651.0,301.98,260.8338543977756,68034.29960000001,42.0,558.0,0.125,0.2772537647537648,0.16675518925518926,0.052224837576842265,0.0027274336599275558,0.128125,0.18180199430199429,0.00264783759929391,0.0031982942430703624,0.0029929426739275368,0.00018671419692624616,3.4862191333813034e-08,0.0028403691520467837,0.0031557369778747284
bip_10_1.tsp,3790.0,3790.0,4535.0,0.1009078025817871,0.0405771732330322,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.33280432435952373,9,8261.0,0.0,623.0,302.08,266.7458595742397,71153.3536,38.0,579.0,0.125,0.3030439005439005,0.18327088189588187,0.06886027422616063,0.0047417373665020425,0.125,0.25029582685832685,0.0027380590203833284,0.0031678986272439284,0.002984687984125759,0.00012058853978570187,1.4541595927647803e-08,0.0029366227502925185,0.0030854171263980674
bip_10_2.tsp,4453.0,4453.0,4486.0,0.0771491527557373,0.041396141052246,0.001000165939331,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.3334599108030493,9,4554.0,0.0,672.0,317.36,275.3941001546692,75841.9104,46.0,579.0,0.125,0.14814814814814814,0.1310185185185185,0.00927082610856517,8.59482167352536e-05,0.125,0.13888888888888887,0.0026064291920069507,0.003007016371533578,0.002841303547319217,0.00012183955683730624,1.4844877610311179e-08,0.002817377443564634,0.0029318376951696506
bip_10_3.tsp,3732.0,3862.0,3907.0,0.0801057815551757,0.0491905212402343,0.0,GILS_cost,10,55,0.18181818181818182,5.5,1.2222222222222223,0.3176357807783029,9,7371.0,0.0,639.0,314.62,281.937290190567,79488.6356,33.0,609.0,0.125,0.29166666666666663,0.1580246913580247,0.05272360225767154,0.002779778235025147,0.125,0.16666666666666666,0.0027447392497712718,0.0030100334448160534,0.0028631077485341385,8.245213941985111e-05,6.798355294910566e-09,0.0028154304793375157,0.0028678417207648917
bip_10_4.tsp,4557.0,4557.0,4650.0,0.0714082717895507,0.044339895248413,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.36103107743074586,9,6221.0,0.0,644.0,311.9,265.4068009678727,70440.76999999999,55.0,576.0,0.125,0.24228395061728392,0.14969135802469133,0.04114470738245154,0.001692886945587562,0.125,0.1579861111111111,0.002736394040741867,0.0030991735537190084,0.002891489310818918,0.00013009656609097822,1.6925116508664267e-08,0.002775306774448399,0.003016526658289941
bip_10_5.tsp,4235.0,4235.0,4533.0,0.1082329750061035,0.046199083328247,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.3685534582455979,9,5535.0,0.0,596.0,303.34,259.4245639872986,67301.1044,52.0,569.0,0.125,0.14814814814814814,0.12731481481481483,0.0069444444444444415,4.822530864197527e-05,0.125,0.125,0.002830188679245283,0.0031479538300104933,0.0029705216570258,0.0001036028146526489,1.0733543203951123e-08,0.0028894936692375863,0.00305225726022358
bip_10_6.tsp,4099.0,4099.0,4402.0,0.0895473957061767,0.0431215763092041,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.3454320244604215,9,7808.0,0.0,638.0,306.04,262.8662747482073,69098.67839999999,46.0,573.0,0.125,0.31635802469135804,0.16820987654320985,0.06478541367253776,0.004197149824721842,0.125,0.19907407407407404,0.0027683789603199014,0.0031690140845070424,0.0029468808411594084,0.00013255809151386315,1.757164762579772e-08,0.0028357634317792294,0.003043709371737462
bip_10_7.tsp,3875.0,3875.0,3875.0,0.0611796379089355,0.0440781116485595,0.0009999275207519,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.3521606693574033,9,4710.0,0.0,601.0,298.66,259.0284625287345,67095.74440000001,39.0,570.0,0.125,0.3055555555555555,0.15083333333333332,0.05522191482141134,0.003049459876543209,0.125,0.13333333333333336,0.0028310789556464295,0.003186968838526912,0.00301762972680855,0.00011169878440125985,1.247661843671913e-08,0.0029285798790696957,0.0031155851960068407
bip_10_8.tsp,4088.0,4088.0,4108.0,0.0626096725463867,0.0430438518524169,0.001000165939331,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.3478708474536295,9,7171.0,0.0,624.0,302.66,262.04882064226126,68669.5844,42.0,554.0,0.125,0.3583333333333333,0.1699074074074074,0.08070468316506582,0.00651324588477366,0.125,0.1597222222222222,0.0026954177897574125,0.0031656700668308124,0.002979982602185755,0.0001330994260759179,1.7715457221738734e-08,0.0028972099639259876,0.003080151023152503
bip_10_9.tsp,4007.0,4007.0,4176.0,0.0711779594421386,0.0522663593292236,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.3053598749898762,9,7652.0,0.0,630.0,309.28,280.9712469275103,78944.84159999999,28.0,597.0,0.125,0.2222222222222222,0.13935185185185187,0.030880011380837576,0.0009535751028806582,0.125,0.125,0.002777777777777778,0.0030425963488843813,0.0029126290976923238,8.810387851080092e-05,7.762293408645968e-09,0.0028616930412571637,0.003000614880098381
bip_20_0.tsp,9695.0,9905.0,10645.0,0.4133939743041992,0.2774751186370849,0.0020003318786621,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.311963626095923,19,11324.0,0.0,671.0,303.735,256.5382325794734,65811.864775,50.75,558.5,0.05555555555555555,0.1525289525289525,0.07455699920612201,0.02711433439099028,0.0007351871294664381,0.05555555555555555,0.08164397331063997,0.0027326333956565513,0.0033874130861116063,0.0031387813025130613,0.00018092342080031613,3.2733284194088267e-08,0.0030280355043969492,0.003276710152000286
bip_20_1.tsp,8500.0,8889.0,9860.0,0.4270334243774414,0.284860610961914,0.0020010471343994,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.31564461016542433,19,17389.0,0.0,631.0,295.295,251.4585213807637,63231.38797499999,47.0,544.0,0.05555555555555555,0.1010396361273554,0.06896361273554255,0.015917452569988354,0.0002533652963178288,0.05555555555555555,0.0854775828460039,0.002887537993920973,0.0034339418037231157,0.0032255477475675192,0.00016280427670069202,2.650523251203549e-08,0.003093208066326346,0.0033638809153266405
bip_20_2.tsp,10220.0,10392.0,10887.0,0.3460829257965088,0.2639389038085937,0.0020005702972412,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.30853789644859064,19,11956.0,0.0,686.0,318.865,274.2413112114949,75208.296775,47.75,594.0,0.05555555555555555,0.12846003898635477,0.06899570053078825,0.01970837614069667,0.0003884200901031818,0.05555555555555555,0.07557261208576997,0.0027263595924809873,0.0031756643824168477,0.0029846021600473376,0.00012231545880371877,1.496107146236422e-08,0.002937543909995003,0.0030649391837356856
bip_20_3.tsp,8672.0,8765.0,9229.0,0.3459138870239258,0.3160693645477295,0.0020012855529785,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.31682730387277325,19,14214.0,0.0,644.0,307.275,262.10679002078524,68699.969375,44.0,563.75,0.05555555555555555,0.13274853801169587,0.07196556205328133,0.025545023905897846,0.0006525482463528925,0.05555555555555555,0.06856725146198829,0.00286619399607784,0.0033031988873435327,0.0030980883776365728,0.00013612271211138453,1.8529392752558872e-08,0.0029899105032083753,0.003223236429922153
bip_20_4.tsp,9438.0,9672.0,12194.0,0.5051515102386475,0.2316193580627441,0.0020010471343994,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.33705011545983393,19,19942.0,0.0,665.0,321.295,267.3927410663947,71498.877975,63.25,586.5,0.05555555555555555,0.11793372319688107,0.0674185463659148,0.015539460946125886,0.00024147484649617162,0.05555555555555555,0.076489835700362,0.0027342063606274284,0.003179916317991632,0.00296170923994792,0.00011865621872513963,1.4079298242148176e-08,0.002906248974034964,0.002997715366839353
bip_20_5.tsp,9595.0,9647.0,10738.0,0.3568084239959717,0.2443759441375732,0.0020003318786621,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.3136660012660254,19,14627.0,0.0,656.0,301.97,256.24495916993175,65661.4791,47.25,551.25,0.05555555555555555,0.13767056530214422,0.07411735356910795,0.023360123669812067,0.000545695377868914,0.05555555555555555,0.07793790030632136,0.002811066725847019,0.0033610472315584645,0.0031545383523480727,0.00015521850608736675,2.4092784631993907e-08,0.0030422224685766708,0.0032655868942346763
bip_20_6.tsp,8573.0,8573.0,9327.0,0.4002103805541992,0.2388849258422851,0.0019998550415039,GRASP_time,20,210,0.09523809523809523,10.5,1.105263157894737,0.3146449560664125,19,11517.0,0.0,634.0,296.48,253.15400372105515,64086.9496,46.5,542.5,0.05555555555555555,0.17254983104663152,0.08218510911895996,0.03532676372946175,0.0012479802355972146,0.05555555555555555,0.0946440437248432,0.002849002849002849,0.0034129692832764505,0.003214764327224176,0.00016832857386234076,2.8334508778529506e-08,0.0031025120882772128,0.003369541141574656
